token_id,token,similarity,type
1870,ĠIsrael,0.0511,residual
1878,Ġ200,0.0442,residual
1886,Ġcard,0.0724,residual
1896,ĠMartin,0.0258,residual
1904,Ġplanned,0.0469,residual
1913,ĠCorp,0.0454,residual
1922,23,0.0552,residual
1930,Ġspend,0.1046,residual
1940,Ġactivity,0.1214,residual
1949,ide,0.0367,residual
1957,org,0.0515,residual
1965,Ġindex,0.0411,residual
1973,Ġoption,0.0467,residual
1981,Ġdeclined,0.0782,residual
1989,Ġparticular,0.0602,residual
1998,Ġfifth,0.0459,residual
2006,Ġidentified,0.036,residual
2014,Ġstreet,0.0742,residual
2022,35,0.0627,residual
2030,ĠSaudi,0.0706,residual
2038,Ġprofessional,0.0986,residual
2046,Ġbelieves,0.0651,residual
2054,Ġhttp,0.033,residual
2062,ĠREUTERS,0.1336,residual
2071,ians,0.0842,residual
2079,Ġmovement,0.0699,residual
2087,Ġsubject,0.0626,residual
2095,ada,0.0644,residual
2104,Ġequipment,0.1497,residual
2113,Ġexpectations,0.0687,residual
2122,Ġfacility,0.0767,residual
2132,Ġaffected,0.0644,residual
2141,ĠStar,0.0463,residual
2149,Ġresponsible,0.0679,residual
2157,Ġfeeling,0.0898,residual
2166,Ġphysical,0.0527,residual
2174,Ġregional,0.0739,residual
2182,Ġfemale,0.0656,residual
2190,Ġfighting,0.0729,residual
2201,ĠParis,0.0346,residual
2209,ĠImages,0.0905,residual
2217,Ġlose,0.0336,residual
2226,Ġdeveloped,0.0664,residual
2234,Ġchampion,0.0858,residual
2242,Ġpar,0.0396,residual
2251,Ġenforcement,0.1433,residual
2260,Ġmostly,0.0529,residual
2269,Ġdi,0.0252,residual
2278,ĠBoston,0.0557,residual
2286,Ġcitizens,0.0668,residual
2295,Ġeye,0.085,residual
2304,Ġretail,0.1409,residual
2313,Ġsociety,0.1216,residual
2322,Ġstruck,0.0586,residual
2330,Ġtwice,0.0645,residual
2340,Ġnormal,0.0539,residual
2348,ka,0.0617,residual
2356,Ġphotos,0.0462,residual
2366,Ġcivil,0.0844,residual
2374,ĠGrand,0.0496,residual
2382,Ġclean,0.0616,residual
2392,ĠHospital,0.1077,residual
2401,ass,0.0426,residual
2410,Ġwriting,0.0784,residual
2419,Ġfaces,0.0527,residual
2428,Ġspring,0.0415,residual
2436,ĠGame,0.0697,residual
2446,Ġthanks,0.0513,residual
2454,ĠMedia,0.0941,residual
2462,ep,0.0549,residual
2470,Ġlawyer,0.1323,residual
